"Data";"Ocorrência";"Freqüência";"Tensão R";"Corrente R";"Fat,Pot, R";"Tensão S";"Corrente S";"Fat,Pot, S";"Tensão T";"Corrente T";"Fat,Pot T"
"07/07/2019 05:09:01";"01";"59,8";"221,23";"1,57";"0,16";"218,5";"1,45";"0,03";"218,71";"1,57";"0,32"
"07/07/2019 05:09:10";"01";"59,8";"221,25";"1,57";"0,16";"218,53";"1,45";"0,03";"218,71";"1,55";"0,32"
"07/07/2019 05:09:20";"01";"60";"221,21";"1,55";"0,16";"218,5";"1,45";"0,03";"218,71";"1,55";"0,33"
"07/07/2019 05:09:30";"01";"60";"221,17";"1,57";"0,16";"218,57";"1,45";"0,03";"218,75";"1,55";"0,32"
"07/07/2019 05:09:40";"01";"60";"221,2";"1,57";"0,16";"218,59";"1,45";"0,03";"218,78";"1,55";"0,32"
"07/07/2019 05:09:50";"01";"59,8";"221,2";"1,57";"0,16";"218,53";"1,45";"0,03";"218,7";"1,55";"0,32"
"07/07/2019 05:10:00";"01";"60";"221,21";"1,57";"0,16";"218,53";"1,45";"0,03";"218,67";"1,55";"0,32"
"07/07/2019 05:10:10";"01";"59,8";"221,25";"1,57";"0,16";"218,64";"1,45";"0,03";"218,85";"1,55";"0,34"
"07/07/2019 05:10:20";"01";"60";"221,23";"1,55";"0,16";"218,67";"1,45";"0,03";"218,85";"1,55";"0,32"
"07/07/2019 05:10:30";"01";"60";"221,21";"1,57";"0,16";"218,62";"1,45";"0,03";"218,78";"1,55";"0,33"
"07/07/2019 05:10:40";"01";"60";"221,25";"1,57";"0,16";"218,5";"1,45";"0,03";"218,73";"1,55";"0,34"
"07/07/2019 05:10:50";"01";"59,8";"221,25";"1,57";"0,16";"218,53";"1,45";"0,03";"218,75";"1,57";"0,32"
"07/07/2019 05:11:00";"01";"60";"221,25";"1,57";"0,16";"218,57";"1,45";"0,03";"218,84";"1,55";"0,33"
"07/07/2019 05:11:10";"01";"60";"221,23";"1,57";"0,16";"218,56";"1,45";"0,03";"218,78";"1,55";"0,34"
"07/07/2019 05:11:20";"01";"60";"221,21";"1,57";"0,16";"218,5";"1,45";"0,03";"218,71";"1,55";"0,35"
"07/07/2019 05:11:30";"01";"59,8";"221,2";"1,57";"0,16";"218,48";"1,45";"0,03";"218,67";"1,55";"0,35"
"07/07/2019 05:11:40";"01";"60";"221,17";"1,57";"0,16";"218,42";"1,45";"0,03";"218,7";"1,55";"0,33"
"07/07/2019 05:11:50";"01";"59,8";"221,17";"1,55";"0,16";"218,42";"1,45";"0,03";"218,64";"1,52";"0,33"
"07/07/2019 05:12:00";"01";"59,8";"221,17";"1,57";"0,16";"218,39";"1,45";"0,03";"218,64";"1,55";"0,33"
"07/07/2019 05:12:10";"01";"60";"221,2";"1,57";"0,16";"218,39";"1,45";"0,03";"218,62";"1,55";"0,32"
"07/07/2019 05:12:20";"01";"60";"221,21";"1,55";"0,16";"218,53";"1,45";"0,03";"218,7";"1,55";"0,32"
"07/07/2019 05:12:30";"01";"60";"221,12";"1,57";"0,16";"218,42";"1,45";"0,03";"218,67";"1,55";"0,35"
"07/07/2019 05:12:40";"01";"60";"221,17";"1,57";"0,16";"218,42";"1,45";"0,03";"218,64";"1,55";"0,33"
"07/07/2019 05:12:50";"01";"60";"221,2";"1,57";"0,16";"218,45";"1,45";"0,03";"218,67";"1,55";"0,33"
"07/07/2019 05:13:00";"01";"60";"221,17";"1,57";"0,16";"218,45";"1,45";"0,03";"218,64";"1,55";"0,34"
"07/07/2019 05:13:10";"01";"58,5";"221,14";"1,57";"0,16";"218,37";"1,45";"0,03";"218,6";"1,55";"0,35"
"07/07/2019 05:13:20";"01";"59,8";"221,14";"1,57";"0,16";"218,37";"1,45";"0,03";"218,57";"1,55";"0,35"
"07/07/2019 05:13:30";"01";"59,8";"221,12";"1,57";"0,17";"218,32";"1,45";"0,03";"218,53";"1,52";"0,35"
"07/07/2019 05:13:40";"01";"59,8";"221,14";"1,57";"0,14";"218,34";"1,45";"0,03";"218,53";"1,55";"0,33"
"07/07/2019 05:13:50";"01";"59,8";"221,14";"1,57";"0,17";"218,32";"1,45";"0,03";"218,53";"1,52";"0,35"
"07/07/2019 05:14:00";"01";"59,8";"221,14";"1,57";"0,16";"218,35";"1,45";"0,03";"218,53";"1,55";"0,33"
"07/07/2019 05:14:10";"01";"59,8";"221,14";"1,57";"0,16";"218,34";"1,45";"0,05";"218,53";"1,55";"0,33"
"07/07/2019 05:14:20";"01";"60";"221,17";"1,57";"0,16";"218,39";"1,45";"0,03";"218,6";"1,55";"0,32"
"07/07/2019 05:14:30";"01";"59,8";"221,17";"1,57";"0,16";"218,37";"1,45";"0,03";"218,53";"1,55";"0,32"
"07/07/2019 05:14:40";"01";"60";"221,17";"1,57";"0,16";"218,34";"1,45";"0,03";"218,57";"1,55";"0,35"
"07/07/2019 05:14:50";"01";"59,8";"221,14";"1,57";"0,16";"218,42";"1,45";"0,03";"218,64";"1,55";"0,33"
"07/07/2019 05:15:00";"01";"59,8";"221,14";"1,55";"0,16";"218,34";"1,45";"0,03";"218,5";"1,55";"0,33"
"07/07/2019 05:15:10";"01";"60";"221,17";"1,55";"0,16";"218,32";"1,45";"0,03";"218,53";"1,55";"0,33"
"07/07/2019 05:15:20";"01";"59,8";"221,17";"1,55";"0,14";"218,28";"1,45";"0,03";"218,5";"1,55";"0,3"
"07/07/2019 05:15:30";"01";"59,8";"221,14";"1,55";"0,16";"218,25";"1,45";"0,03";"218,5";"1,55";"0,32"
"07/07/2019 05:15:40";"01";"59,8";"221,23";"1,55";"0,16";"218,39";"1,45";"0,03";"218,53";"1,55";"0,32"
"07/07/2019 05:15:50";"01";"60";"221,23";"1,55";"0,16";"218,37";"1,45";"0,03";"218,62";"1,55";"0,33"
"07/07/2019 05:16:00";"01";"59,8";"221,23";"1,57";"0,16";"218,37";"1,45";"0,03";"218,62";"1,55";"0,33"
"07/07/2019 05:16:10";"01";"59,8";"221,2";"1,55";"0,16";"218,32";"1,45";"0,03";"218,57";"1,55";"0,33"
"07/07/2019 05:16:20";"01";"60";"221,21";"1,57";"0,16";"218,46";"1,45";"0,03";"218,62";"1,87";"0,93"
"07/07/2019 05:16:30";"01";"60";"221,23";"1,57";"0,16";"218,5";"1,45";"0,03";"218,64";"1,77";"0,91"
"07/07/2019 05:16:40";"01";"59,8";"221,17";"1,57";"0,16";"218,42";"1,45";"0,03";"218,53";"1,72";"0,91"
"07/07/2019 05:16:50";"01";"60";"221,21";"1,57";"0,16";"218,39";"1,45";"0,03";"218,56";"1,72";"0,89"
"07/07/2019 05:17:00";"01";"59,8";"221,25";"1,57";"0,16";"218,45";"1,45";"0,03";"218,62";"1,67";"0,91"
"07/07/2019 05:17:10";"01";"60";"221,21";"1,57";"0,16";"218,45";"1,45";"0,03";"218,53";"1,65";"0,92"
"07/07/2019 05:17:20";"01";"60";"221,23";"1,57";"0,16";"218,39";"1,45";"0,03";"218,53";"1,62";"0,89"
"07/07/2019 05:17:30";"01";"60";"221,25";"1,57";"0,16";"218,5";"1,45";"0,03";"218,67";"1,6";"0,89"
"07/07/2019 05:17:41";"01";"60";"221,17";"1,57";"0,14";"218,48";"1,45";"0,03";"218,64";"1,6";"0,87"
"07/07/2019 05:17:50";"01";"59,8";"221,25";"1,57";"0,14";"218,42";"1,45";"0,03";"218,6";"1,6";"0,9"
"07/07/2019 05:18:00";"01";"60";"221,2";"1,55";"0,16";"218,37";"1,45";"0,03";"218,53";"1,6";"0,89"
"07/07/2019 05:18:10";"01";"59,8";"221,32";"1,57";"0,16";"218,45";"1,45";"0,03";"218,64";"1,6";"0,89"
"07/07/2019 05:18:20";"01";"60";"221,17";"1,57";"0,16";"218,39";"1,45";"0,03";"218,59";"1,57";"0,89"
"07/07/2019 05:18:30";"01";"60";"221,21";"1,57";"0,16";"218,42";"1,45";"0,03";"218,62";"1,57";"0,89"
"07/07/2019 05:18:40";"01";"60";"221,25";"1,57";"0,17";"218,46";"1,45";"0,03";"218,67";"1,57";"0,89"
"07/07/2019 05:18:50";"01";"60";"221,2";"1,57";"0,16";"218,46";"1,45";"0,03";"218,67";"1,57";"0,89"
"07/07/2019 05:19:00";"01";"60";"221,21";"1,57";"0,16";"218,39";"1,45";"0,03";"218,64";"1,55";"0,87"
"07/07/2019 05:19:10";"01";"60";"221,21";"1,57";"0,16";"218,39";"1,45";"0,03";"218,6";"1,57";"0,87"
"07/07/2019 05:19:20";"01";"60";"221,25";"1,57";"0,16";"218,45";"1,45";"0,03";"218,64";"1,57";"0,87"
"07/07/2019 05:19:30";"01";"60";"221,14";"1,57";"0,16";"218,39";"1,45";"0,03";"218,67";"1,55";"0,87"
"07/07/2019 05:19:40";"01";"60";"221,23";"1,57";"0,16";"218,39";"1,45";"0,03";"218,64";"1,55";"0,87"
"07/07/2019 05:19:50";"01";"60";"221,28";"1,57";"0,16";"218,48";"1,45";"0,03";"218,67";"1,55";"0,87"
"07/07/2019 05:20:00";"01";"59,8";"221,25";"1,57";"0,14";"218,46";"1,45";"0,03";"218,67";"1,52";"0,88"
"07/07/2019 05:20:10";"01";"60";"221,28";"1,57";"0,17";"218,45";"1,45";"0,03";"218,64";"1,55";"0,88"
"07/07/2019 05:20:20";"01";"60";"221,28";"1,57";"0,16";"218,5";"1,45";"0,03";"218,71";"1,55";"0,87"
"07/07/2019 05:20:30";"01";"60";"221,28";"1,57";"0,16";"218,45";"1,45";"0,03";"218,64";"1,55";"0,87"
"07/07/2019 05:20:40";"01";"59,8";"221,25";"1,57";"0,16";"218,39";"1,45";"0,03";"218,56";"1,55";"0,87"
"07/07/2019 05:20:50";"01";"59,8";"221,25";"1,57";"0,15";"218,35";"1,45";"0,03";"218,59";"1,55";"0,85"
"07/07/2019 05:21:00";"01";"59,8";"221,28";"1,57";"0,16";"218,39";"1,45";"0,03";"218,57";"1,52";"0,88"
"07/07/2019 05:21:10";"01";"60";"221,25";"1,57";"0,16";"218,42";"1,45";"0,03";"218,59";"1,52";"0,87"
"07/07/2019 05:21:20";"01";"59,8";"221,23";"1,57";"0,16";"218,39";"1,45";"0,03";"218,57";"1,52";"0,88"
"07/07/2019 05:21:30";"01";"59,8";"221,23";"1,57";"0,16";"218,42";"1,45";"0,03";"218,59";"1,52";"0,87"
"07/07/2019 05:21:40";"01";"59,8";"221,25";"1,57";"0,16";"218,39";"1,45";"0,03";"218,56";"1,52";"0,87"
"07/07/2019 05:21:50";"01";"59,8";"221,17";"1,57";"0,14";"218,39";"1,45";"0,03";"218,5";"1,5";"0,86"
"07/07/2019 05:22:00";"01";"59,8";"221,25";"1,57";"0,16";"218,5";"1,45";"0,03";"218,62";"1,5";"0,86"
"07/07/2019 05:22:10";"01";"60";"221,21";"1,57";"0,16";"218,42";"1,45";"0,03";"218,6";"1,5";"0,86"
"07/07/2019 05:22:20";"01";"59,8";"221,23";"1,57";"0,16";"218,42";"1,45";"0,03";"218,6";"1,5";"0,88"
"07/07/2019 05:22:30";"01";"59,8";"221,21";"1,57";"0,16";"218,39";"1,45";"0,03";"218,59";"1,5";"0,88"
"07/07/2019 05:22:40";"01";"60";"221,25";"1,57";"0,16";"218,48";"1,45";"0,03";"218,64";"1,5";"0,86"
"07/07/2019 05:22:50";"01";"60";"221,21";"1,57";"0,16";"218,46";"1,45";"0,03";"218,64";"1,5";"0,86"
"07/07/2019 05:23:00";"01";"60";"221,2";"1,57";"0,16";"218,45";"1,45";"0,03";"218,64";"1,5";"0,86"
"07/07/2019 05:23:10";"01";"59,8";"221,2";"1,57";"0,16";"218,5";"1,45";"0,03";"218,67";"1,5";"0,88"
"07/07/2019 05:23:20";"01";"60";"221,21";"1,57";"0,16";"218,46";"1,45";"0,03";"218,67";"1,5";"0,86"
"07/07/2019 05:23:30";"01";"60";"221,2";"1,57";"0,16";"218,45";"1,45";"0,03";"218,62";"1,5";"0,86"
"07/07/2019 05:23:40";"01";"59,8";"221,2";"1,57";"0,16";"218,37";"1,45";"0,03";"218,53";"1,5";"0,86"
"07/07/2019 05:23:50";"01";"59,8";"221,25";"1,57";"0,16";"218,39";"1,45";"0,03";"218,57";"1,5";"0,86"
"07/07/2019 05:24:00";"01";"60";"221,21";"1,57";"0,16";"218,42";"1,45";"0,03";"218,64";"1,5";"0,86"
"07/07/2019 05:24:10";"01";"60";"221,25";"1,6";"0,15";"218,39";"1,45";"0,03";"218,6";"1,5";"0,86"
"07/07/2019 05:24:20";"01";"59,8";"221,25";"1,57";"0,16";"218,42";"1,45";"0,03";"218,62";"1,55";"0,33"
"07/07/2019 05:24:30";"01";"60";"221,25";"1,57";"0,16";"218,39";"1,45";"0,03";"218,62";"1,55";"0,34"
"07/07/2019 05:24:40";"01";"59,8";"221,25";"1,57";"0,16";"218,39";"1,45";"0,03";"218,62";"1,57";"0,32"
"07/07/2019 05:24:50";"01";"59,8";"221,21";"1,57";"0,16";"218,34";"1,45";"0,03";"218,53";"1,57";"0,32"
"07/07/2019 05:25:00";"01";"59,8";"221,25";"1,57";"0,16";"218,37";"1,45";"0,03";"218,6";"1,55";"0,33"
"07/07/2019 05:25:10";"01";"60";"221,25";"1,57";"0,16";"218,37";"1,45";"0,03";"218,62";"1,57";"0,32"
"07/07/2019 05:25:20";"01";"59,8";"221,23";"1,57";"0,16";"218,39";"1,45";"0,03";"218,59";"1,55";"0,32"
"07/07/2019 05:25:30";"01";"59,8";"221,25";"1,55";"0,16";"218,35";"1,45";"0,03";"218,56";"1,57";"0,32"
"07/07/2019 05:25:40";"01";"59,8";"221,23";"1,57";"0,16";"218,31";"1,45";"0,03";"218,5";"1,57";"0,32"
"07/07/2019 05:25:50";"01";"59,8";"221,23";"1,57";"0,16";"218,37";"1,45";"0,03";"218,6";"1,55";"0,32"
"07/07/2019 05:26:00";"01";"60";"221,21";"1,55";"0,16";"218,39";"1,45";"0,03";"218,6";"1,55";"0,32"
"07/07/2019 05:26:10";"01";"59,8";"221,23";"1,55";"0,16";"218,39";"1,45";"0,03";"218,62";"1,55";"0,32"
"07/07/2019 05:26:20";"01";"59,8";"221,21";"1,57";"0,16";"218,39";"1,45";"0,03";"218,62";"1,55";"0,34"
"07/07/2019 05:26:30";"01";"59,8";"221,17";"1,57";"0,16";"218,35";"1,45";"0,03";"218,53";"1,55";"0,35"
"07/07/2019 05:26:40";"01";"59,8";"221,23";"1,57";"0,16";"218,31";"1,45";"0,03";"218,53";"1,57";"0,32"
"07/07/2019 05:26:50";"01";"59,8";"221,2";"1,57";"0,16";"218,34";"1,45";"0,03";"218,53";"1,57";"0,32"
"07/07/2019 05:27:00";"01";"59,8";"221,17";"1,57";"0,16";"218,35";"1,45";"0,03";"218,56";"1,57";"0,32"
"07/07/2019 05:27:10";"01";"59,8";"221,14";"1,57";"0,16";"218,39";"1,45";"0,03";"218,59";"1,55";"0,33"
"07/07/2019 05:27:20";"01";"59,8";"221,21";"1,57";"0,16";"218,37";"1,45";"0,03";"218,57";"1,57";"0,34"
"07/07/2019 05:27:30";"01";"59,8";"221,25";"1,55";"0,16";"218,39";"1,45";"0,03";"218,6";"1,55";"0,32"
"07/07/2019 05:27:40";"01";"59,8";"221,17";"1,55";"0,16";"218,39";"1,45";"0,03";"218,62";"1,57";"0,34"
"07/07/2019 05:27:50";"01";"59,8";"221,14";"1,55";"0,16";"218,32";"1,45";"0,03";"218,56";"1,57";"0,32"
"07/07/2019 05:28:00";"01";"59,8";"221,14";"1,57";"0,17";"218,25";"1,45";"0,03";"218,5";"1,55";"0,35"
"07/07/2019 05:28:10";"01";"59,8";"221,17";"1,57";"0,16";"218,25";"1,45";"0,03";"218,5";"1,52";"0,35"
"07/07/2019 05:28:20";"01";"59,8";"221,14";"1,55";"0,16";"218,25";"1,45";"0,03";"218,53";"1,55";"0,33"
"07/07/2019 05:28:30";"01";"59,8";"221,14";"1,57";"0,14";"218,25";"1,45";"0,03";"218,5";"1,55";"0,32"
"07/07/2019 05:28:40";"01";"59,8";"221,17";"1,57";"0,16";"218,28";"1,45";"0,03";"218,5";"1,55";"0,34"
"07/07/2019 05:28:50";"01";"60";"221,1";"1,57";"0,16";"218,25";"1,45";"0,03";"218,5";"1,55";"0,34"
"07/07/2019 05:29:00";"01";"59,8";"221,12";"1,55";"0,16";"218,17";"1,45";"0,03";"218,39";"1,55";"0,32"
"07/07/2019 05:29:10";"01";"60";"221,14";"1,57";"0,16";"218,17";"1,45";"0,03";"218,48";"1,55";"0,34"
"07/07/2019 05:29:20";"01";"60";"221,12";"1,57";"0,16";"218,21";"1,45";"0,03";"218,48";"1,55";"0,34"
"07/07/2019 05:29:30";"01";"59,8";"221,09";"1,57";"0,16";"218,2";"1,45";"0,03";"218,48";"1,55";"0,33"
"07/07/2019 05:29:40";"01";"59,8";"221,09";"1,55";"0,16";"218,23";"1,45";"0,03";"218,48";"1,55";"0,32"
"07/07/2019 05:29:50";"01";"59,8";"221,17";"1,57";"0,16";"218,28";"1,45";"0,03";"218,56";"1,55";"0,32"
"07/07/2019 05:30:00";"01";"59,8";"221,14";"1,57";"0,14";"218,25";"1,45";"0,03";"218,53";"1,55";"0,32"
"07/07/2019 05:30:10";"01";"59,8";"221,14";"1,55";"0,16";"218,21";"1,45";"0,03";"218,53";"1,55";"0,33"
"07/07/2019 05:30:20";"01";"59,8";"221,2";"1,57";"0,14";"218,2";"1,45";"0,03";"218,46";"1,55";"0,32"
"07/07/2019 05:30:30";"01";"60";"221,14";"1,57";"0,16";"218,25";"1,45";"0,03";"218,48";"1,55";"0,35"
"07/07/2019 05:30:40";"01";"59,8";"221,14";"1,57";"0,16";"218,2";"1,45";"0,03";"218,45";"1,55";"0,33"
"07/07/2019 05:30:50";"01";"59,8";"221,14";"1,57";"0,16";"218,21";"1,45";"0,03";"218,5";"1,55";"0,35"
"07/07/2019 05:31:00";"01";"59,3";"221,14";"1,57";"0,16";"218,25";"1,45";"0,03";"218,5";"1,55";"0,32"
"07/07/2019 05:31:10";"01";"59,8";"221,14";"1,55";"0,16";"218,21";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:31:20";"01";"59,8";"221,14";"1,55";"0,16";"218,17";"1,45";"0,03";"218,39";"1,55";"0,33"
"07/07/2019 05:31:30";"01";"59,8";"221,17";"1,57";"0,16";"218,17";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:31:40";"01";"59,8";"221,14";"1,57";"0,16";"218,21";"1,45";"0,03";"218,46";"1,55";"0,34"
"07/07/2019 05:31:50";"01";"59,8";"221,17";"1,57";"0,16";"218,28";"1,45";"0,03";"218,5";"1,55";"0,32"
"07/07/2019 05:32:00";"01";"59,8";"221,17";"1,57";"0,16";"218,25";"1,45";"0,03";"218,5";"1,55";"0,35"
"07/07/2019 05:32:10";"01";"59,8";"221,12";"1,57";"0,16";"218,25";"1,45";"0,03";"218,45";"1,55";"0,33"
"07/07/2019 05:32:20";"01";"60";"221,14";"1,57";"0,16";"218,2";"1,45";"0,03";"218,42";"1,55";"0,33"
"07/07/2019 05:32:30";"01";"59,8";"221,12";"1,57";"0,16";"218,17";"1,45";"0,03";"218,37";"1,55";"0,35"
"07/07/2019 05:32:40";"01";"60";"221,12";"1,57";"0,16";"218,21";"1,45";"0,03";"218,35";"1,55";"0,32"
"07/07/2019 05:32:50";"01";"59,8";"221,14";"1,57";"0,18";"218,17";"1,45";"0,03";"218,37";"1,55";"0,35"
"07/07/2019 05:33:00";"01";"59,8";"221,12";"1,57";"0,16";"218,25";"1,45";"0,03";"218,42";"1,55";"0,35"
"07/07/2019 05:33:10";"01";"59,8";"221,1";"1,57";"0,16";"218,21";"1,45";"0,03";"218,42";"1,55";"0,33"
"07/07/2019 05:33:20";"01";"59,8";"221,12";"1,57";"0,14";"218,21";"1,45";"0,03";"218,35";"1,52";"0,33"
"07/07/2019 05:33:30";"01";"60";"221,14";"1,57";"0,16";"218,14";"1,45";"0,03";"218,39";"1,55";"0,33"
"07/07/2019 05:33:40";"01";"59,8";"221,14";"1,57";"0,16";"218,2";"1,45";"0,03";"218,35";"1,55";"0,33"
"07/07/2019 05:33:50";"01";"59,8";"221,14";"1,55";"0,14";"218,28";"1,45";"0,03";"218,5";"1,55";"0,33"
"07/07/2019 05:34:00";"01";"60";"221,12";"1,57";"0,14";"218,28";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:34:10";"01";"59,8";"221,1";"1,57";"0,14";"218,23";"1,45";"0,03";"218,42";"1,52";"0,33"
"07/07/2019 05:34:20";"01";"60";"221,14";"1,57";"0,17";"218,17";"1,45";"0,03";"218,39";"1,52";"0,35"
"07/07/2019 05:34:30";"01";"59,8";"221,12";"1,57";"0,14";"218,2";"1,45";"0,03";"218,37";"1,55";"0,32"
"07/07/2019 05:34:40";"01";"59,8";"221,12";"1,55";"0,16";"218,17";"1,45";"0,03";"218,34";"1,52";"0,33"
"07/07/2019 05:34:50";"01";"59,8";"221,07";"1,57";"0,16";"218,07";"1,45";"0,03";"218,28";"1,52";"0,35"
"07/07/2019 05:35:01";"01";"59,8";"221,14";"1,55";"0,14";"218,17";"1,45";"0,03";"218,37";"1,55";"0,33"
"07/07/2019 05:35:10";"01";"59,8";"221,07";"1,57";"0,16";"218,14";"1,45";"0,03";"218,32";"1,55";"0,35"
"07/07/2019 05:35:20";"01";"59,8";"221,14";"1,55";"0,16";"218,2";"1,45";"0,03";"218,34";"1,55";"0,32"
"07/07/2019 05:35:30";"01";"59,8";"221,14";"1,57";"0,16";"218,17";"1,45";"0,03";"218,28";"1,55";"0,33"
"07/07/2019 05:35:40";"01";"59,8";"221,2";"1,57";"0,16";"218,2";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:35:50";"01";"59,8";"221,14";"1,55";"0,16";"218,25";"1,45";"0,03";"218,42";"1,55";"0,33"
"07/07/2019 05:36:00";"01";"59,8";"221,17";"1,55";"0,16";"218,14";"1,45";"0,03";"218,32";"1,55";"0,32"
"07/07/2019 05:36:10";"01";"59,8";"221,17";"1,57";"0,16";"218,17";"1,45";"0,03";"218,32";"1,55";"0,34"
"07/07/2019 05:36:20";"01";"60";"221,2";"1,57";"0,16";"218,12";"1,45";"0,03";"218,35";"1,55";"0,33"
"07/07/2019 05:36:30";"01";"59,8";"221,14";"1,57";"0,16";"218,1";"1,45";"0,03";"218,32";"1,55";"0,35"
"07/07/2019 05:36:40";"01";"59,8";"221,17";"1,57";"0,16";"218,21";"1,45";"0,03";"218,39";"1,55";"0,33"
"07/07/2019 05:36:50";"01";"60";"221,14";"1,57";"0,16";"218,23";"1,45";"0,03";"218,42";"1,55";"0,33"
"07/07/2019 05:37:00";"01";"59,8";"221,2";"1,57";"0,16";"218,2";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:37:10";"01";"60";"221,17";"1,57";"0,16";"218,21";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:37:20";"01";"59,8";"221,14";"1,57";"0,16";"218,09";"1,45";"0,03";"218,32";"1,55";"0,34"
"07/07/2019 05:37:30";"01";"59,8";"221,17";"1,57";"0,16";"218,1";"1,45";"0,03";"218,31";"1,55";"0,33"
"07/07/2019 05:37:40";"01";"59,8";"221,17";"1,55";"0,16";"218,12";"1,45";"0,03";"218,32";"1,55";"0,32"
"07/07/2019 05:37:50";"01";"59,8";"221,14";"1,55";"0,16";"218,07";"1,45";"0,03";"218,32";"1,55";"0,33"
"07/07/2019 05:38:00";"01";"59,8";"221,14";"1,57";"0,16";"218,07";"1,45";"0,03";"218,31";"1,55";"0,33"
"07/07/2019 05:38:10";"01";"59,8";"221,14";"1,55";"0,16";"218,14";"1,45";"0,03";"218,37";"1,55";"0,33"
"07/07/2019 05:38:20";"01";"59,8";"221,14";"1,55";"0,16";"218,09";"1,45";"0,03";"218,31";"1,55";"0,34"
"07/07/2019 05:38:30";"01";"59,8";"221,14";"1,57";"0,16";"218,09";"1,45";"0,03";"218,37";"1,55";"0,33"
"07/07/2019 05:38:40";"01";"59,8";"221,2";"1,57";"0,16";"218,23";"1,45";"0,03";"218,46";"1,55";"0,32"
"07/07/2019 05:38:50";"01";"59,8";"221,14";"1,57";"0,16";"218,23";"1,45";"0,03";"218,48";"1,55";"0,34"
"07/07/2019 05:39:00";"01";"59,8";"221,14";"1,57";"0,16";"218,2";"1,45";"0,03";"218,42";"1,55";"0,32"
"07/07/2019 05:39:10";"01";"60";"221,1";"1,57";"0,16";"218,03";"1,45";"0,03";"218,31";"1,55";"0,35"
