,Data,Tensão R,Corrente R,FP R,Tensão S,Corrente S,FP S,Tensão T,Corrente T,FP T,Pot R KVA,Pot S KVA,Pot T KVA,Pot R KW,Pot S KW,Pot T KW,Pot R KVAr,Pot S KVAr,Pot T KVAr,Pot R KVAr faltante,Pot S KVAr faltante,Pot T KVAr faltante
478,2019-07-07 06:24:50,221.14,1.57,0.16,218.39,1.45,0.03,218.64,1.55,0.32,0.60135,0.54848,0.58698,0.09622,0.01645,0.18783,0.5936,0.54823,0.55611,0.35792,0.33327,0.32607
479,2019-07-07 06:25:00,221.17,1.57,0.16,218.42,1.45,0.03,218.64,1.55,0.32,0.60143,0.54856,0.58698,0.09623,0.01646,0.18783,0.59368,0.54831,0.55611,0.35797,0.33332,0.32607
480,2019-07-07 06:25:10,221.21,1.57,0.16,218.46,1.45,0.03,218.67,1.55,0.33,0.60154,0.54866,0.58706,0.09625,0.01646,0.19373,0.59379,0.54841,0.55417,0.35804,0.33338,0.32409
481,2019-07-07 06:25:20,221.17,1.57,0.16,218.5,1.45,0.03,218.7,1.55,0.32,0.60143,0.54876,0.58714,0.09623,0.01646,0.18788,0.59368,0.54851,0.55627,0.35797,0.33344,0.32616
482,2019-07-07 06:25:30,221.2,1.57,0.16,218.42,1.45,0.03,218.64,1.55,0.34,0.60151,0.54856,0.58698,0.09624,0.01646,0.19957,0.59376,0.54831,0.55201,0.35802,0.33332,0.32196
483,2019-07-07 06:25:40,221.14,1.57,0.14,218.37,1.45,0.03,218.64,1.55,0.32,0.60135,0.54843,0.58698,0.08419,0.01645,0.18783,0.59543,0.54818,0.55611,0.35975,0.33324,0.32607
484,2019-07-07 06:25:50,221.23,1.57,0.16,218.53,1.45,0.03,218.75,1.55,0.34,0.6016,0.54883,0.58727,0.09626,0.01646,0.19967,0.59384,0.54859,0.55229,0.35807,0.33349,0.32212
485,2019-07-07 06:26:00,221.17,1.57,0.16,218.56,1.45,0.03,218.78,1.57,0.32,0.60143,0.54891,0.59493,0.09623,0.01647,0.19038,0.59368,0.54866,0.56365,0.35797,0.33353,0.33048
486,2019-07-07 06:26:10,221.21,1.57,0.16,218.56,1.45,0.03,218.75,1.55,0.32,0.60154,0.54891,0.58727,0.09625,0.01647,0.18793,0.59379,0.54866,0.55639,0.35804,0.33353,0.32623
487,2019-07-07 06:26:20,221.21,1.57,0.16,218.5,1.45,0.03,218.73,1.55,0.35,0.60154,0.54876,0.58722,0.09625,0.01646,0.20553,0.59379,0.54851,0.55008,0.35804,0.33344,0.31994
488,2019-07-07 06:26:30,221.25,1.57,0.16,218.53,1.45,0.03,218.75,1.55,0.34,0.60165,0.54883,0.58727,0.09626,0.01646,0.19967,0.5939,0.54859,0.55229,0.3581,0.33349,0.32212
489,2019-07-07 06:26:40,221.2,1.57,0.16,218.53,1.45,0.03,218.78,1.55,0.32,0.60151,0.54883,0.58735,0.09624,0.01646,0.18795,0.59376,0.54859,0.55647,0.35802,0.33349,0.32627
490,2019-07-07 06:26:50,221.25,1.57,0.16,218.53,1.45,0.03,218.71,1.55,0.32,0.60165,0.54883,0.58717,0.09626,0.01646,0.18789,0.5939,0.54859,0.55629,0.3581,0.33349,0.32617
491,2019-07-07 06:27:00,221.21,1.57,0.16,218.45,1.45,0.03,218.64,1.55,0.32,0.60154,0.54863,0.58698,0.09625,0.01646,0.18783,0.59379,0.54838,0.55611,0.35804,0.33337,0.32607
492,2019-07-07 06:27:11,221.23,1.57,0.16,218.45,1.45,0.03,218.71,1.57,0.34,0.6016,0.54863,0.59474,0.09626,0.01646,0.20221,0.59384,0.54838,0.55931,0.35807,0.33337,0.32622
493,2019-07-07 06:27:21,221.17,1.57,0.16,218.5,1.45,0.03,218.7,1.55,0.32,0.60143,0.54876,0.58714,0.09623,0.01646,0.18788,0.59368,0.54851,0.55627,0.35797,0.33344,0.32616
494,2019-07-07 06:27:30,221.25,1.57,0.16,218.46,1.45,0.03,218.73,1.55,0.32,0.60165,0.54866,0.58722,0.09626,0.01646,0.18791,0.5939,0.54841,0.55634,0.3581,0.33338,0.3262
495,2019-07-07 06:27:40,221.2,1.57,0.16,218.42,1.45,0.03,218.67,1.55,0.33,0.60151,0.54856,0.58706,0.09624,0.01646,0.19373,0.59376,0.54831,0.55417,0.35802,0.33332,0.32409
496,2019-07-07 06:27:50,221.23,1.55,0.16,218.45,1.45,0.03,218.67,1.55,0.32,0.59393,0.54863,0.58706,0.09503,0.01646,0.18786,0.58628,0.54838,0.55619,0.35351,0.33337,0.32611
497,2019-07-07 06:28:00,221.25,1.57,0.16,218.5,1.45,0.03,218.75,1.55,0.32,0.60165,0.54876,0.58727,0.09626,0.01646,0.18793,0.5939,0.54851,0.55639,0.3581,0.33344,0.32623
498,2019-07-07 06:28:10,221.28,1.57,0.16,218.56,1.45,0.03,218.78,1.55,0.35,0.60173,0.54891,0.58735,0.09628,0.01647,0.20557,0.59398,0.54866,0.5502,0.35815,0.33353,0.32001
499,2019-07-07 06:28:20,221.2,1.57,0.16,218.5,1.45,0.03,218.75,1.55,0.32,0.60151,0.54876,0.58727,0.09624,0.01646,0.18793,0.59376,0.54851,0.55639,0.35802,0.33344,0.32623
500,2019-07-07 06:28:30,221.28,1.57,0.16,218.5,1.45,0.03,218.67,1.55,0.32,0.60173,0.54876,0.58706,0.09628,0.01646,0.18786,0.59398,0.54851,0.55619,0.35815,0.33344,0.32611
501,2019-07-07 06:28:40,221.25,1.57,0.16,218.48,1.45,0.03,218.71,1.55,0.34,0.60165,0.54871,0.58717,0.09626,0.01646,0.19964,0.5939,0.54846,0.55219,0.3581,0.33341,0.32206
502,2019-07-07 06:28:50,221.25,1.57,0.16,218.39,1.45,0.03,218.64,1.57,0.34,0.60165,0.54848,0.59455,0.09626,0.01645,0.20215,0.5939,0.54823,0.55913,0.3581,0.33327,0.32612
503,2019-07-07 06:29:00,221.28,1.57,0.16,218.5,1.45,0.03,218.71,1.57,0.32,0.60173,0.54876,0.59474,0.09628,0.01646,0.19032,0.59398,0.54851,0.56347,0.35815,0.33344,0.33038
504,2019-07-07 06:29:10,221.28,1.57,0.16,218.53,1.45,0.03,218.67,1.57,0.32,0.60173,0.54883,0.59463,0.09628,0.01646,0.19028,0.59398,0.54859,0.56337,0.35815,0.33349,0.33032
505,2019-07-07 06:29:20,221.25,1.57,0.16,218.5,1.45,0.03,218.67,1.55,0.32,0.60165,0.54876,0.58706,0.09626,0.01646,0.18786,0.5939,0.54851,0.55619,0.3581,0.33344,0.32611
506,2019-07-07 06:29:30,221.25,1.57,0.16,218.42,1.45,0.03,218.56,1.55,0.34,0.60165,0.54856,0.58676,0.09626,0.01646,0.1995,0.5939,0.54831,0.55181,0.3581,0.33332,0.32184
507,2019-07-07 06:29:40,221.31,1.57,0.16,218.46,1.45,0.03,218.6,1.55,0.34,0.60181,0.54866,0.58687,0.09629,0.01646,0.19954,0.59406,0.54841,0.55191,0.3582,0.33338,0.3219
508,2019-07-07 06:29:50,221.28,1.57,0.16,218.48,1.45,0.03,218.64,1.55,0.33,0.60173,0.54871,0.58698,0.09628,0.01646,0.1937,0.59398,0.54846,0.5541,0.35815,0.33341,0.32405
509,2019-07-07 06:30:00,221.25,1.57,0.16,218.57,1.45,0.03,218.67,1.55,0.33,0.60165,0.54893,0.58706,0.09626,0.01647,0.19373,0.5939,0.54869,0.55417,0.3581,0.33355,0.32409
510,2019-07-07 06:30:10,221.35,1.57,0.16,218.59,1.45,0.03,218.75,1.55,0.32,0.60192,0.54898,0.58727,0.09631,0.01647,0.18793,0.59417,0.54874,0.55639,0.35826,0.33358,0.32623
511,2019-07-07 06:30:20,221.39,1.57,0.16,218.6,1.45,0.03,218.82,1.55,0.32,0.60203,0.54901,0.58746,0.09632,0.01647,0.18799,0.59427,0.54876,0.55657,0.35833,0.33359,0.32633
512,2019-07-07 06:30:30,221.32,1.57,0.16,218.57,1.45,0.03,218.75,1.55,0.34,0.60184,0.54893,0.58727,0.09629,0.01647,0.19967,0.59409,0.54869,0.55229,0.35821,0.33355,0.32212
513,2019-07-07 06:30:40,221.28,1.57,0.16,218.53,1.45,0.03,218.73,1.55,0.34,0.60173,0.54883,0.58722,0.09628,0.01646,0.19965,0.59398,0.54859,0.55224,0.35815,0.33349,0.32209
514,2019-07-07 06:30:50,221.32,1.57,0.16,218.5,1.45,0.03,218.64,1.55,0.32,0.60184,0.54876,0.58698,0.09629,0.01646,0.18783,0.59409,0.54851,0.55611,0.35821,0.33344,0.32607
515,2019-07-07 06:31:00,221.32,1.57,0.16,218.45,1.45,0.03,218.67,1.57,0.34,0.60184,0.54863,0.59463,0.09629,0.01646,0.20218,0.59409,0.54838,0.55921,0.35821,0.33337,0.32616
516,2019-07-07 06:31:10,221.35,1.57,0.16,218.56,1.45,0.03,218.73,1.55,0.35,0.60192,0.54891,0.58722,0.09631,0.01647,0.20553,0.59417,0.54866,0.55008,0.35826,0.33353,0.31994
517,2019-07-07 06:31:20,221.28,1.57,0.16,218.53,1.45,0.03,218.73,1.55,0.34,0.60173,0.54883,0.58722,0.09628,0.01646,0.19965,0.59398,0.54859,0.55224,0.35815,0.33349,0.32209
518,2019-07-07 06:31:30,221.31,1.57,0.16,218.57,1.45,0.03,218.75,1.57,0.32,0.60181,0.54893,0.59485,0.09629,0.01647,0.19035,0.59406,0.54869,0.56357,0.3582,0.33355,0.33044
519,2019-07-07 06:31:40,221.32,1.57,0.16,218.6,1.45,0.03,218.81,1.57,0.32,0.60184,0.54901,0.59501,0.09629,0.01647,0.1904,0.59409,0.54876,0.56373,0.35821,0.33359,0.33053
520,2019-07-07 06:31:50,221.34,1.57,0.15,218.56,1.45,0.03,218.75,1.57,0.32,0.60189,0.54891,0.59485,0.09028,0.01647,0.19035,0.59508,0.54866,0.56357,0.35919,0.33353,0.33044
521,2019-07-07 06:32:00,221.31,1.57,0.16,218.53,1.45,0.03,218.7,1.55,0.33,0.60181,0.54883,0.58714,0.09629,0.01646,0.19376,0.59406,0.54859,0.55425,0.3582,0.33349,0.32414
522,2019-07-07 06:32:10,221.28,1.57,0.14,218.42,1.45,0.03,218.64,1.55,0.32,0.60173,0.54856,0.58698,0.08424,0.01646,0.18783,0.5958,0.54831,0.55611,0.35998,0.33332,0.32607
523,2019-07-07 06:32:20,221.32,1.57,0.14,218.53,1.45,0.03,218.71,1.55,0.33,0.60184,0.54883,0.58717,0.08426,0.01646,0.19376,0.59591,0.54859,0.55427,0.36004,0.33349,0.32415
524,2019-07-07 06:32:30,221.39,1.57,0.16,218.64,1.45,0.03,218.87,1.55,0.34,0.60203,0.54911,0.5876,0.09632,0.01647,0.19978,0.59427,0.54886,0.55259,0.35833,0.33366,0.3223
525,2019-07-07 06:32:40,221.28,1.57,0.16,218.64,1.45,0.03,218.84,1.55,0.34,0.60173,0.54911,0.58752,0.09628,0.01647,0.19976,0.59398,0.54886,0.55251,0.35815,0.33366,0.32226
526,2019-07-07 06:32:50,221.28,1.57,0.16,218.53,1.45,0.03,218.71,1.55,0.34,0.60173,0.54883,0.58717,0.09628,0.01646,0.19964,0.59398,0.54859,0.55219,0.35815,0.33349,0.32206
527,2019-07-07 06:33:00,221.34,1.57,0.16,218.56,1.45,0.03,218.75,1.57,0.34,0.60189,0.54891,0.59485,0.0963,0.01647,0.20225,0.59414,0.54866,0.55941,0.35825,0.33353,0.32628
528,2019-07-07 06:33:10,221.28,1.57,0.16,218.56,1.45,0.03,218.75,1.55,0.32,0.60173,0.54891,0.58727,0.09628,0.01647,0.18793,0.59398,0.54866,0.55639,0.35815,0.33353,0.32623
529,2019-07-07 06:33:20,221.28,1.57,0.16,218.53,1.45,0.05,218.67,1.55,0.33,0.60173,0.54883,0.58706,0.09628,0.02744,0.19373,0.59398,0.54815,0.55417,0.35815,0.33305,0.32409
530,2019-07-07 06:33:30,221.35,1.57,0.16,218.6,1.45,0.03,218.67,1.55,0.32,0.60192,0.54901,0.58706,0.09631,0.01647,0.18786,0.59417,0.54876,0.55619,0.35826,0.33359,0.32611
531,2019-07-07 06:33:40,221.31,1.57,0.14,218.56,1.45,0.03,218.71,1.55,0.32,0.60181,0.54891,0.58717,0.08425,0.01647,0.18789,0.59589,0.54866,0.55629,0.36002,0.33353,0.32617
532,2019-07-07 06:33:50,221.32,1.57,0.16,218.71,1.45,0.03,218.75,1.55,0.32,0.60184,0.54928,0.58727,0.09629,0.01648,0.18793,0.59409,0.54904,0.55639,0.35821,0.33376,0.32623
533,2019-07-07 06:34:00,221.28,1.57,0.17,218.67,1.45,0.03,218.75,1.55,0.35,0.60173,0.54918,0.58727,0.10229,0.01648,0.20555,0.59297,0.54894,0.55013,0.35714,0.3337,0.31996
534,2019-07-07 06:34:10,221.28,1.57,0.16,218.57,1.45,0.03,218.64,1.55,0.33,0.60173,0.54893,0.58698,0.09628,0.01647,0.1937,0.59398,0.54869,0.5541,0.35815,0.33355,0.32405
535,2019-07-07 06:34:20,221.37,1.57,0.16,218.6,1.45,0.03,218.67,1.55,0.33,0.60198,0.54901,0.58706,0.09632,0.01647,0.19373,0.59422,0.54876,0.55417,0.3583,0.33359,0.32409
536,2019-07-07 06:34:30,221.31,1.57,0.14,218.71,1.45,0.03,218.75,1.55,0.32,0.60181,0.54928,0.58727,0.08425,0.01648,0.18793,0.59589,0.54904,0.55639,0.36002,0.33376,0.32623
537,2019-07-07 06:34:40,221.32,1.57,0.14,218.67,1.45,0.03,218.78,1.55,0.32,0.60184,0.54918,0.58735,0.08426,0.01648,0.18795,0.59591,0.54894,0.55647,0.36004,0.3337,0.32627
538,2019-07-07 06:34:50,221.31,1.57,0.16,218.62,1.45,0.03,218.75,1.55,0.35,0.60181,0.54906,0.58727,0.09629,0.01647,0.20555,0.59406,0.54881,0.55013,0.3582,0.33363,0.31996
539,2019-07-07 06:35:00,221.34,1.57,0.16,218.62,1.45,0.03,218.75,1.55,0.33,0.60189,0.54906,0.58727,0.0963,0.01647,0.1938,0.59414,0.54881,0.55437,0.35825,0.33363,0.32421
540,2019-07-07 06:35:10,221.28,1.57,0.16,218.56,1.45,0.03,218.67,1.55,0.34,0.60173,0.54891,0.58706,0.09628,0.01647,0.1996,0.59398,0.54866,0.55208,0.35815,0.33353,0.32201
541,2019-07-07 06:35:20,221.34,1.57,0.16,218.6,1.45,0.03,218.71,1.55,0.35,0.60189,0.54901,0.58717,0.0963,0.01647,0.20551,0.59414,0.54876,0.55003,0.35825,0.33359,0.31991
542,2019-07-07 06:35:30,221.28,1.57,0.14,218.56,1.45,0.03,218.67,1.55,0.33,0.60173,0.54891,0.58706,0.08424,0.01647,0.19373,0.5958,0.54866,0.55417,0.35998,0.33353,0.32409
543,2019-07-07 06:35:40,221.25,1.57,0.14,218.5,1.45,0.03,218.67,1.55,0.32,0.60165,0.54876,0.58706,0.08423,0.01646,0.18786,0.59572,0.54851,0.55619,0.35993,0.33344,0.32611
544,2019-07-07 06:35:51,221.28,1.57,0.16,218.59,1.45,0.03,218.7,1.55,0.33,0.60173,0.54898,0.58714,0.09628,0.01647,0.19376,0.59398,0.54874,0.55425,0.35815,0.33358,0.32414
545,2019-07-07 06:36:00,221.25,1.57,0.16,218.53,1.45,0.03,218.7,1.55,0.33,0.60165,0.54883,0.58714,0.09626,0.01646,0.19376,0.5939,0.54859,0.55425,0.3581,0.33349,0.32414
546,2019-07-07 06:36:10,221.28,1.57,0.17,218.53,1.45,0.05,218.7,1.55,0.35,0.60173,0.54883,0.58714,0.10229,0.02744,0.2055,0.59297,0.54815,0.55,0.35714,0.33305,0.31989
547,2019-07-07 06:36:21,221.34,1.57,0.16,218.64,1.45,0.03,218.81,1.55,0.34,0.60189,0.54911,0.58743,0.0963,0.01647,0.19973,0.59414,0.54886,0.55244,0.35825,0.33366,0.32221
548,2019-07-07 06:36:30,221.25,1.57,0.14,218.67,1.45,0.03,218.85,1.55,0.33,0.60165,0.54918,0.58754,0.08423,0.01648,0.19389,0.59572,0.54894,0.55463,0.35993,0.3337,0.32436
549,2019-07-07 06:36:40,221.23,1.57,0.16,218.64,1.45,0.03,218.81,1.55,0.33,0.6016,0.54911,0.58743,0.09626,0.01647,0.19385,0.59384,0.54886,0.55453,0.35807,0.33366,0.3243
550,2019-07-07 06:36:50,221.31,1.57,0.16,218.6,1.45,0.03,218.75,1.55,0.35,0.60181,0.54901,0.58727,0.09629,0.01647,0.20555,0.59406,0.54876,0.55013,0.3582,0.33359,0.31996
551,2019-07-07 06:37:00,221.21,1.57,0.16,218.57,1.45,0.03,218.7,1.55,0.34,0.60154,0.54893,0.58714,0.09625,0.01647,0.19963,0.59379,0.54869,0.55216,0.35804,0.33355,0.32205
552,2019-07-07 06:37:10,221.25,1.57,0.16,218.57,1.45,0.03,218.67,1.55,0.34,0.60165,0.54893,0.58706,0.09626,0.01647,0.1996,0.5939,0.54869,0.55208,0.3581,0.33355,0.32201
553,2019-07-07 06:37:20,221.25,1.57,0.14,218.57,1.45,0.03,218.73,1.55,0.32,0.60165,0.54893,0.58722,0.08423,0.01647,0.18791,0.59572,0.54869,0.55634,0.35993,0.33355,0.3262
554,2019-07-07 06:37:30,221.25,1.57,0.16,218.59,1.45,0.03,218.75,1.55,0.33,0.60165,0.54898,0.58727,0.09626,0.01647,0.1938,0.5939,0.54874,0.55437,0.3581,0.33358,0.32421
555,2019-07-07 06:37:40,221.25,1.57,0.16,218.59,1.45,0.03,218.75,1.55,0.34,0.60165,0.54898,0.58727,0.09626,0.01647,0.19967,0.5939,0.54874,0.55229,0.3581,0.33358,0.32212
556,2019-07-07 06:37:50,221.25,1.57,0.16,218.6,1.45,0.03,218.75,1.55,0.33,0.60165,0.54901,0.58727,0.09626,0.01647,0.1938,0.5939,0.54876,0.55437,0.3581,0.33359,0.32421
557,2019-07-07 06:38:00,221.25,1.55,0.14,218.6,1.45,0.03,218.73,1.55,0.32,0.59399,0.54901,0.58722,0.08316,0.01647,0.18791,0.58814,0.54876,0.55634,0.35534,0.33359,0.3262
558,2019-07-07 06:38:10,221.25,1.57,0.17,218.59,1.45,0.03,218.73,1.55,0.34,0.60165,0.54898,0.58722,0.10228,0.01647,0.19965,0.59289,0.54874,0.55224,0.35709,0.33358,0.32209
559,2019-07-07 06:38:20,221.28,1.57,0.16,218.64,1.45,0.03,218.81,1.55,0.32,0.60173,0.54911,0.58743,0.09628,0.01647,0.18798,0.59398,0.54886,0.55655,0.35815,0.33366,0.32632
560,2019-07-07 06:38:30,221.28,1.57,0.16,218.67,1.45,0.03,218.81,1.55,0.34,0.60173,0.54918,0.58743,0.09628,0.01648,0.19973,0.59398,0.54894,0.55244,0.35815,0.3337,0.32221
561,2019-07-07 06:38:40,221.31,1.57,0.16,218.64,1.45,0.03,218.81,1.55,0.33,0.60181,0.54911,0.58743,0.09629,0.01647,0.19385,0.59406,0.54886,0.55453,0.3582,0.33366,0.3243
562,2019-07-07 06:38:50,221.28,1.57,0.16,218.64,1.45,0.03,218.75,1.55,0.32,0.60173,0.54911,0.58727,0.09628,0.01647,0.18793,0.59398,0.54886,0.55639,0.35815,0.33366,0.32623
563,2019-07-07 06:39:00,221.28,1.57,0.16,218.59,1.45,0.03,218.75,1.55,0.32,0.60173,0.54898,0.58727,0.09628,0.01647,0.18793,0.59398,0.54874,0.55639,0.35815,0.33358,0.32623
564,2019-07-07 06:39:10,221.28,1.57,0.14,218.59,1.45,0.03,218.75,1.55,0.32,0.60173,0.54898,0.58727,0.08424,0.01647,0.18793,0.5958,0.54874,0.55639,0.35998,0.33358,0.32623
565,2019-07-07 06:39:20,221.28,1.57,0.16,218.6,1.45,0.05,218.75,1.55,0.35,0.60173,0.54901,0.58727,0.09628,0.02745,0.20555,0.59398,0.54832,0.55013,0.35815,0.33316,0.31996
566,2019-07-07 06:39:30,221.31,1.57,0.16,218.64,1.45,0.03,218.78,1.55,0.34,0.60181,0.54911,0.58735,0.09629,0.01647,0.1997,0.59406,0.54886,0.55236,0.3582,0.33366,0.32217
567,2019-07-07 06:39:40,221.28,1.57,0.14,218.67,1.45,0.03,218.81,1.55,0.32,0.60173,0.54918,0.58743,0.08424,0.01648,0.18798,0.5958,0.54894,0.55655,0.35998,0.3337,0.32632
568,2019-07-07 06:39:50,221.28,1.57,0.16,218.67,1.45,0.03,218.81,1.55,0.34,0.60173,0.54918,0.58743,0.09628,0.01648,0.19973,0.59398,0.54894,0.55244,0.35815,0.3337,0.32221
569,2019-07-07 06:40:00,221.21,1.57,0.16,218.57,1.45,0.05,218.71,1.55,0.34,0.60154,0.54893,0.58717,0.09625,0.02745,0.19964,0.59379,0.54825,0.55219,0.35804,0.33311,0.32206
570,2019-07-07 06:40:10,221.32,1.57,0.16,218.6,1.45,0.03,218.78,1.55,0.33,0.60184,0.54901,0.58735,0.09629,0.01647,0.19383,0.59409,0.54876,0.55445,0.35821,0.33359,0.32426
571,2019-07-07 06:40:20,221.32,1.6,0.17,218.64,1.45,0.03,218.81,1.55,0.36,0.61334,0.54911,0.58743,0.10427,0.01647,0.21148,0.60441,0.54886,0.54805,0.36403,0.33366,0.31782
572,2019-07-07 06:40:30,221.28,1.57,0.14,218.67,1.45,0.03,218.85,1.55,0.33,0.60173,0.54918,0.58754,0.08424,0.01648,0.19389,0.5958,0.54894,0.55463,0.35998,0.3337,0.32436
573,2019-07-07 06:40:40,221.25,1.57,0.16,218.67,1.45,0.03,218.78,1.55,0.33,0.60165,0.54918,0.58735,0.09626,0.01648,0.19383,0.5939,0.54894,0.55445,0.3581,0.3337,0.32426
574,2019-07-07 06:40:50,221.34,1.57,0.16,218.67,1.45,0.03,218.87,1.55,0.32,0.60189,0.54918,0.5876,0.0963,0.01648,0.18803,0.59414,0.54894,0.5567,0.35825,0.3337,0.32641
575,2019-07-07 06:41:00,221.31,1.57,0.17,218.64,1.45,0.03,218.82,1.55,0.36,0.60181,0.54911,0.58746,0.10231,0.01647,0.21149,0.59305,0.54886,0.54807,0.35719,0.33366,0.31784
576,2019-07-07 06:41:10,221.32,1.57,0.14,218.62,1.45,0.03,218.75,1.55,0.34,0.60184,0.54906,0.58727,0.08426,0.01647,0.19967,0.59591,0.54881,0.55229,0.36004,0.33363,0.32212
577,2019-07-07 06:41:20,221.34,1.57,0.17,218.62,1.45,0.03,218.75,1.55,0.34,0.60189,0.54906,0.58727,0.10232,0.01647,0.19967,0.59313,0.54881,0.55229,0.35724,0.33363,0.32212
578,2019-07-07 06:41:30,221.28,1.57,0.16,218.6,1.45,0.03,218.75,1.55,0.34,0.60173,0.54901,0.58727,0.09628,0.01647,0.19967,0.59398,0.54876,0.55229,0.35815,0.33359,0.32212
579,2019-07-07 06:41:40,221.28,1.57,0.17,218.56,1.45,0.03,218.78,1.55,0.36,0.60173,0.54891,0.58735,0.10229,0.01647,0.21145,0.59297,0.54866,0.54797,0.35714,0.33353,0.31778
580,2019-07-07 06:41:50,221.31,1.57,0.16,218.62,1.45,0.03,218.78,1.55,0.32,0.60181,0.54906,0.58735,0.09629,0.01647,0.18795,0.59406,0.54881,0.55647,0.3582,0.33363,0.32627
581,2019-07-07 06:42:00,221.25,1.57,0.16,218.56,1.45,0.03,218.78,1.55,0.34,0.60165,0.54891,0.58735,0.09626,0.01647,0.1997,0.5939,0.54866,0.55236,0.3581,0.33353,0.32217
582,2019-07-07 06:42:10,221.28,1.57,0.16,218.64,1.45,0.03,218.78,1.55,0.35,0.60173,0.54911,0.58735,0.09628,0.01647,0.20557,0.59398,0.54886,0.5502,0.35815,0.33366,0.32001
583,2019-07-07 06:42:20,221.28,1.57,0.16,218.6,1.45,0.03,218.75,1.55,0.32,0.60173,0.54901,0.58727,0.09628,0.01647,0.18793,0.59398,0.54876,0.55639,0.35815,0.33359,0.32623
584,2019-07-07 06:42:30,221.32,1.57,0.16,218.67,1.45,0.03,218.84,1.57,0.34,0.60184,0.54918,0.5951,0.09629,0.01648,0.20233,0.59409,0.54894,0.55964,0.35821,0.3337,0.32641
585,2019-07-07 06:42:40,221.28,1.57,0.16,218.64,1.45,0.03,218.82,1.55,0.32,0.60173,0.54911,0.58746,0.09628,0.01647,0.18799,0.59398,0.54886,0.55657,0.35815,0.33366,0.32633
586,2019-07-07 06:42:50,221.28,1.57,0.16,218.64,1.45,0.03,218.84,1.55,0.32,0.60173,0.54911,0.58752,0.09628,0.01647,0.188,0.59398,0.54886,0.55662,0.35815,0.33366,0.32636
587,2019-07-07 06:43:00,221.34,1.57,0.14,218.75,1.45,0.03,218.89,1.55,0.32,0.60189,0.54938,0.58765,0.08427,0.01648,0.18805,0.59597,0.54914,0.55675,0.36007,0.33382,0.32644
588,2019-07-07 06:43:10,221.32,1.57,0.16,218.75,1.45,0.03,218.89,1.55,0.33,0.60184,0.54938,0.58765,0.09629,0.01648,0.19392,0.59409,0.54914,0.55473,0.35821,0.33382,0.32442
589,2019-07-07 06:43:20,221.28,1.57,0.16,218.71,1.45,0.03,218.82,1.55,0.33,0.60173,0.54928,0.58746,0.09628,0.01648,0.19386,0.59398,0.54904,0.55455,0.35815,0.33376,0.32432
590,2019-07-07 06:43:30,221.28,1.57,0.16,218.75,1.45,0.03,218.87,1.55,0.32,0.60173,0.54938,0.5876,0.09628,0.01648,0.18803,0.59398,0.54914,0.5567,0.35815,0.33382,0.32641
591,2019-07-07 06:43:40,221.25,1.57,0.16,218.75,1.45,0.03,218.81,1.57,0.32,0.60165,0.54938,0.59501,0.09626,0.01648,0.1904,0.5939,0.54914,0.56373,0.3581,0.33382,0.33053
592,2019-07-07 06:43:50,221.25,1.57,0.16,218.64,1.45,0.03,218.82,1.55,0.32,0.60165,0.54911,0.58746,0.09626,0.01647,0.18799,0.5939,0.54886,0.55657,0.3581,0.33366,0.32633
593,2019-07-07 06:44:00,221.34,1.57,0.16,218.75,1.45,0.03,218.85,1.57,0.32,0.60189,0.54938,0.59512,0.0963,0.01648,0.19044,0.59414,0.54914,0.56383,0.35825,0.33382,0.33059
