"Data";"Ocorrência";"Freqüência";"Tensão R";"Corrente R";"Fat,Pot, R";"Tensão S";"Corrente S";"Fat,Pot, S";"Tensão T";"Corrente T";"Fat,Pot T"
"20/11/2018 11:49:29";"26";"59,8";"218,62";"100,27";"0,75";"218,39";"97,82";"0,89";"219,14";"98,22";"0,75"
"20/11/2018 11:50:10";"01";"60";"218,34";"328,75";"0,78";"217,45";"291,25";"0,9";"218,23";"329,75";"0,79"
"20/11/2018 11:50:20";"01";"59,8";"218,31";"280,25";"0,78";"217,39";"245,75";"0,9";"218,2";"282,25";"0,79"
"20/11/2018 11:50:30";"01";"60";"218,2";"284,75";"0,78";"217,25";"249,5";"0,9";"218,07";"286,5";"0,79"
"20/11/2018 11:50:40";"01";"59,8";"218,12";"286,5";"0,79";"217,23";"251";"0,9";"218";"288";"0,8"
"20/11/2018 11:50:50";"01";"60";"218,42";"277,75";"0,78";"217,35";"242,5";"0,9";"218,21";"279,75";"0,79"
"20/11/2018 11:51:00";"01";"60";"218,59";"270";"0,78";"217,42";"235,25";"0,9";"218,37";"272";"0,79"
"20/11/2018 11:51:10";"01";"59,8";"218,39";"270";"0,78";"217,32";"236";"0,9";"218,25";"272,5";"0,79"
"20/11/2018 11:51:20";"01";"59,8";"218,39";"270,5";"0,78";"217,37";"237";"0,9";"218,2";"272,75";"0,79"
"20/11/2018 11:51:30";"01";"59,8";"218,39";"270,75";"0,78";"217,37";"236,5";"0,9";"218,23";"273,25";"0,79"
"20/11/2018 11:51:40";"01";"59,8";"218,67";"262,75";"0,79";"217,89";"227,75";"0,9";"218,28";"264,75";"0,79"
"20/11/2018 11:51:50";"01";"60";"218,73";"259,75";"0,78";"218,06";"225";"0,9";"218,14";"261,5";"0,79"
"20/11/2018 11:52:00";"01";"59,3";"218,64";"259,25";"0,79";"218,06";"225";"0,9";"218,12";"261,25";"0,79"
"20/11/2018 11:52:10";"01";"60";"218,7";"259,25";"0,79";"218,1";"225";"0,9";"218,1";"260,75";"0,79"
"20/11/2018 11:52:20";"01";"59,8";"218,75";"258,75";"0,79";"218,17";"224,75";"0,9";"218,14";"260";"0,79"
"20/11/2018 11:52:30";"01";"60";"218,78";"258,5";"0,78";"218,23";"224,75";"0,9";"218,23";"259,75";"0,79"
"20/11/2018 11:52:41";"01";"60";"218,75";"256,75";"0,78";"218,17";"222,75";"0,9";"218,28";"258,75";"0,79"
"20/11/2018 11:52:50";"01";"59,8";"218,78";"256";"0,78";"218,17";"222,5";"0,9";"218,35";"258";"0,79"
"20/11/2018 11:53:00";"01";"60";"218,82";"256";"0,78";"218,25";"222";"0,9";"218,32";"257,25";"0,79"
"20/11/2018 11:53:10";"01";"59,8";"218,89";"255,75";"0,78";"218,17";"221,25";"0,9";"218,28";"257,25";"0,79"
"20/11/2018 11:53:20";"01";"59,8";"218,92";"255";"0,78";"218,2";"220,5";"0,9";"218,35";"256,75";"0,79"
"20/11/2018 11:53:30";"01";"59,8";"218,5";"264";"0,78";"217,39";"231";"0,9";"218,17";"267,25";"0,79"
"20/11/2018 11:53:40";"01";"59,8";"218,5";"265";"0,78";"217,56";"231,75";"0,9";"218,31";"266,5";"0,78"
"20/11/2018 11:53:50";"01";"59,8";"218,6";"258,25";"0,78";"217,96";"226,25";"0,9";"218,67";"258,25";"0,78"
"20/11/2018 11:54:00";"01";"59,3";"218,53";"256,75";"0,78";"217,96";"225,75";"0,9";"218,67";"257,25";"0,78"
"20/11/2018 11:54:10";"01";"59,8";"218,62";"249,5";"0,76";"218,17";"218,75";"0,89";"219";"248";"0,76"
"20/11/2018 11:54:20";"01";"59,8";"218,48";"244,25";"0,76";"218,32";"213,25";"0,89";"219,53";"238";"0,76"
"20/11/2018 11:54:30";"01";"60";"218,37";"243,5";"0,76";"218,45";"213,25";"0,89";"219,48";"237,25";"0,76"
"20/11/2018 11:54:40";"01";"59,8";"218,5";"243,75";"0,76";"218,39";"213";"0,89";"219,5";"237,5";"0,76"
"20/11/2018 11:54:50";"01";"60";"218,5";"243,5";"0,76";"218,42";"213";"0,89";"219,6";"238,25";"0,76"
"20/11/2018 11:55:00";"01";"59,8";"218,39";"244,75";"0,76";"218,28";"214,25";"0,89";"219,46";"239";"0,76"
"20/11/2018 11:55:10";"01";"59,8";"218,5";"246,25";"0,76";"218,23";"215";"0,89";"219,34";"239,75";"0,76"
"20/11/2018 11:55:20";"01";"59,8";"218,39";"246";"0,76";"218,14";"214,5";"0,89";"219,35";"240";"0,76"
"20/11/2018 11:55:30";"01";"60";"218,23";"246,5";"0,76";"218,1";"214,25";"0,89";"219,34";"240,5";"0,77"
"20/11/2018 11:55:40";"01";"60";"218,21";"246,75";"0,76";"218,1";"214,25";"0,89";"219,34";"240";"0,77"
"20/11/2018 11:55:50";"01";"60";"218,31";"244,75";"0,76";"218,2";"213";"0,89";"219,31";"238";"0,76"
"20/11/2018 11:56:00";"01";"60";"218,46";"241,5";"0,76";"218,35";"210,5";"0,89";"219,42";"234";"0,76"
"20/11/2018 11:56:10";"01";"60";"218,53";"241";"0,76";"218,37";"210,25";"0,89";"219,48";"233,5";"0,76"
"20/11/2018 11:56:20";"01";"60";"218,64";"240,5";"0,76";"218,59";"210,25";"0,89";"219,64";"233,25";"0,76"
"20/11/2018 11:56:30";"01";"60";"218,59";"233,25";"0,76";"218,89";"203,25";"0,89";"219,6";"226,75";"0,76"
"20/11/2018 11:56:40";"01";"59,3";"218,75";"229,75";"0,76";"219,17";"199";"0,89";"219,53";"222,75";"0,76"
"20/11/2018 11:56:50";"01";"59,8";"218,81";"230,25";"0,76";"219,14";"199,25";"0,89";"219,57";"223";"0,76"
"20/11/2018 11:57:00";"01";"60";"218,84";"230,75";"0,76";"219,03";"199,25";"0,89";"219,48";"223,5";"0,76"
"20/11/2018 11:57:10";"01";"59,8";"218,81";"231";"0,76";"219,03";"199,75";"0,89";"219,59";"224,25";"0,76"
"20/11/2018 11:57:20";"01";"59,8";"218,7";"231,25";"0,77";"218,89";"200,5";"0,89";"219,37";"224,5";"0,76"
"20/11/2018 11:57:30";"01";"59,8";"218,75";"231,75";"0,77";"218,89";"200,25";"0,89";"219,37";"224,5";"0,76"
"20/11/2018 11:57:40";"01";"59,8";"218,75";"231,75";"0,77";"219,06";"200,5";"0,89";"219,45";"224,5";"0,76"
"20/11/2018 11:57:50";"01";"59,8";"218,75";"231,75";"0,77";"219";"200,25";"0,89";"219,39";"224,75";"0,76"
"20/11/2018 11:58:00";"01";"59,8";"218,75";"231,75";"0,77";"219,07";"200,5";"0,89";"219,53";"225,25";"0,76"
"20/11/2018 11:58:10";"01";"59,8";"218,64";"231,75";"0,77";"219";"200,5";"0,89";"219,42";"225,25";"0,76"
"20/11/2018 11:58:20";"01";"59,8";"218,53";"242,75";"0,78";"218,48";"212";"0,9";"219,03";"240";"0,78"
"20/11/2018 11:58:30";"01";"59,8";"218,42";"267,75";"0,79";"217,5";"235,75";"0,9";"218,03";"270,5";"0,79"
"20/11/2018 11:58:40";"01";"59,8";"218,28";"272,5";"0,79";"217,42";"240";"0,91";"218";"275,25";"0,79"
"20/11/2018 11:58:50";"01";"60";"218,28";"273,25";"0,79";"217,42";"240,75";"0,91";"218";"275";"0,79"
"20/11/2018 11:59:00";"01";"59,8";"218,25";"272,25";"0,78";"217,48";"239,25";"0,9";"217,92";"273,25";"0,79"
"20/11/2018 11:59:10";"01";"59,8";"218,31";"265,75";"0,78";"217,46";"232,5";"0,9";"218,12";"266,75";"0,79"
"20/11/2018 11:59:20";"01";"60";"218,35";"266,5";"0,77";"217,5";"233";"0,9";"218,2";"267,5";"0,78"
"20/11/2018 11:59:30";"01";"59,8";"218,25";"268,5";"0,77";"217,46";"234,5";"0,9";"218,12";"269,5";"0,78"
"20/11/2018 11:59:40";"01";"59,8";"218,25";"268,75";"0,77";"217,42";"234";"0,9";"218";"269,25";"0,78"
"20/11/2018 11:59:50";"01";"59,8";"218,2";"268,25";"0,77";"217,25";"234,25";"0,9";"217,98";"269,75";"0,78"
"20/11/2018 12:00:00";"01";"60";"218,28";"268,5";"0,77";"217,28";"234,25";"0,9";"217,98";"270,5";"0,78"
"20/11/2018 12:00:10";"01";"60";"218,42";"268,75";"0,77";"217,31";"234";"0,9";"217,89";"272";"0,78"
"20/11/2018 12:00:20";"01";"59,8";"218,35";"268";"0,77";"217,25";"234,5";"0,9";"217,87";"272,5";"0,78"
"20/11/2018 12:00:30";"01";"60";"218,32";"266,75";"0,77";"217,35";"233,75";"0,9";"218,09";"270,25";"0,78"
"20/11/2018 12:00:40";"01";"60";"218,28";"266,75";"0,77";"217,39";"233,5";"0,9";"218,07";"269";"0,78"
"20/11/2018 12:00:51";"01";"59,8";"218,39";"267,25";"0,77";"217,28";"233";"0,9";"218,06";"269,25";"0,78"
"20/11/2018 12:01:01";"01";"60";"218,5";"264,5";"0,77";"217,42";"231,25";"0,89";"218,09";"266,25";"0,79"
"20/11/2018 12:01:11";"01";"59,8";"218,57";"262,75";"0,77";"217,53";"230,25";"0,9";"218,28";"264,75";"0,78"
"20/11/2018 12:01:20";"01";"58,5";"218,57";"262,25";"0,78";"217,71";"230,75";"0,9";"218,42";"264,75";"0,78"
"20/11/2018 12:01:30";"01";"60";"218,82";"253,5";"0,78";"218,25";"220,25";"0,9";"218,48";"256,5";"0,78"
"20/11/2018 12:01:40";"01";"60";"218,85";"255,25";"0,78";"218,25";"221,75";"0,9";"218,39";"257,75";"0,78"
"20/11/2018 12:01:50";"01";"59,8";"218,84";"255";"0,78";"218,17";"221,25";"0,9";"218,35";"258";"0,78"
"20/11/2018 12:02:00";"01";"59,8";"218,89";"255,5";"0,78";"218,28";"222";"0,9";"218,39";"258";"0,78"
"20/11/2018 12:02:10";"01";"60";"218,92";"254";"0,78";"218,25";"219,5";"0,9";"218,28";"256";"0,78"
"20/11/2018 12:02:20";"01";"59,8";"219";"250,5";"0,77";"218,28";"216,25";"0,89";"218,39";"252,75";"0,78"
"20/11/2018 12:02:30";"01";"59,8";"219,09";"241";"0,77";"218,78";"208,25";"0,89";"218,92";"240,25";"0,77"
"20/11/2018 12:02:40";"01";"59,8";"219,03";"240,5";"0,77";"218,73";"207,25";"0,89";"218,75";"239";"0,77"
"20/11/2018 12:02:50";"01";"59,8";"219,12";"240";"0,77";"218,6";"206,75";"0,89";"218,78";"239,5";"0,77"
"20/11/2018 12:03:00";"01";"59,8";"218,89";"238";"0,77";"218,73";"204,25";"0,9";"219,2";"233";"0,77"
"20/11/2018 12:03:10";"01";"59,8";"218,62";"236,75";"0,77";"218,75";"202,75";"0,9";"219,35";"229,75";"0,77"
"20/11/2018 12:03:20";"01";"59,8";"218,59";"242";"0,77";"218,42";"208,25";"0,9";"219,31";"234,75";"0,77"
"20/11/2018 12:03:30";"01";"60";"218,48";"251,25";"0,77";"218,31";"218,5";"0,9";"219,53";"245";"0,78"
"20/11/2018 12:03:40";"01";"59,8";"218,25";"254,75";"0,78";"218,14";"221,75";"0,9";"219,32";"248,25";"0,78"
"20/11/2018 12:03:50";"01";"60";"218,2";"255";"0,78";"218,03";"222,25";"0,9";"219,25";"249";"0,78"
"20/11/2018 12:04:00";"01";"59,8";"218,28";"252";"0,77";"218,14";"219,5";"0,9";"219,31";"245,75";"0,77"
"20/11/2018 12:04:10";"01";"59,8";"218,37";"246,75";"0,77";"218,28";"214,75";"0,9";"219,42";"240";"0,77"
"20/11/2018 12:04:20";"01";"60";"218,5";"246,5";"0,76";"218,39";"214,25";"0,89";"219,57";"239,25";"0,77"
"20/11/2018 12:04:30";"01";"60";"218,5";"246";"0,77";"218,39";"214,25";"0,89";"219,71";"239,5";"0,77"
"20/11/2018 12:04:40";"01";"59,8";"218,35";"245,75";"0,77";"218,31";"214";"0,9";"219,48";"239,25";"0,77"
"20/11/2018 12:04:50";"01";"59,8";"218,46";"246";"0,77";"218,28";"214,5";"0,89";"219,46";"239";"0,77"
"20/11/2018 12:05:00";"01";"59,8";"218,35";"247,25";"0,77";"218,28";"216";"0,9";"219,46";"240,5";"0,77"
"20/11/2018 12:05:10";"01";"60";"218,31";"249";"0,77";"218,25";"217,75";"0,89";"219,39";"242,75";"0,77"
"20/11/2018 12:05:20";"01";"60";"217,96";"248,5";"0,77";"217,95";"217,5";"0,9";"219,12";"242,75";"0,77"
"20/11/2018 12:05:30";"01";"59,8";"218,23";"249";"0,76";"218,14";"218";"0,9";"219,46";"244";"0,76"
"20/11/2018 12:05:40";"01";"59,8";"218,25";"250,5";"0,77";"218,23";"219,25";"0,9";"219,48";"245";"0,77"
"20/11/2018 12:05:50";"01";"59,8";"218,39";"249,75";"0,76";"218,21";"218";"0,89";"219,42";"243,75";"0,77"
"20/11/2018 12:06:00";"01";"60";"217,85";"265,5";"0,77";"217,82";"232,75";"0,9";"219,14";"258,5";"0,77"
"20/11/2018 12:06:10";"01";"60";"217,75";"267";"0,77";"217,75";"234,5";"0,89";"218,92";"260";"0,77"
"20/11/2018 12:06:20";"01";"60";"218,03";"260,5";"0,78";"218,1";"229,5";"0,9";"219,23";"254,5";"0,77"
"20/11/2018 12:06:30";"01";"60";"218,89";"238,25";"0,78";"218,62";"211,75";"0,9";"219,73";"235";"0,78"
"20/11/2018 12:06:40";"01";"60";"218,87";"238,5";"0,78";"218,5";"211,75";"0,9";"219,73";"235,5";"0,78"
"20/11/2018 12:06:50";"01";"59,8";"218,67";"239";"0,78";"218,32";"211,75";"0,9";"219,42";"235,5";"0,78"
"20/11/2018 12:07:00";"01";"59,8";"218,73";"242";"0,78";"218,2";"214";"0,9";"219,28";"238,25";"0,79"
"20/11/2018 12:07:10";"01";"59,8";"218,71";"264,75";"0,79";"217,25";"236,75";"0,91";"218,14";"270,75";"0,8"
"20/11/2018 12:07:20";"01";"60";"218,53";"270,25";"0,79";"217,14";"241,25";"0,91";"218,25";"275,5";"0,79"
"20/11/2018 12:07:30";"01";"60";"218,7";"270";"0,79";"217,21";"240,25";"0,91";"218,21";"275";"0,8"
"20/11/2018 12:07:40";"01";"60";"218,67";"269,5";"0,79";"217,23";"240,25";"0,9";"218,28";"273,75";"0,79"
"20/11/2018 12:07:50";"01";"60";"218,67";"269,25";"0,79";"217,23";"239,5";"0,91";"218,28";"273,25";"0,8"
"20/11/2018 12:08:00";"01";"60";"218,64";"268,75";"0,79";"217,25";"239";"0,9";"218,28";"272,5";"0,79"
"20/11/2018 12:08:10";"01";"60";"218,64";"268,5";"0,79";"217,17";"239";"0,9";"218,17";"272,25";"0,79"
"20/11/2018 12:08:20";"01";"60";"218,32";"277,5";"0,78";"216,57";"248,75";"0,9";"218,03";"281,25";"0,79"
"20/11/2018 12:08:30";"01";"59,8";"217,96";"287";"0,79";"216,28";"259";"0,91";"217,92";"291,25";"0,8"
"20/11/2018 12:08:40";"01";"59,8";"217,89";"287,75";"0,79";"216,21";"259,5";"0,91";"217,87";"292,25";"0,8"
"20/11/2018 12:08:50";"01";"60";"217,87";"288,5";"0,79";"216,06";"258,75";"0,91";"217,7";"292,5";"0,8"
"20/11/2018 12:09:00";"01";"60";"217,84";"284";"0,78";"216,12";"255,75";"0,91";"217,73";"288,5";"0,8"
"20/11/2018 12:09:10";"01";"59,8";"218,03";"278";"0,78";"216,25";"251";"0,9";"217,96";"283,25";"0,79"
"20/11/2018 12:09:20";"01";"59,8";"218,03";"277";"0,78";"216,32";"250";"0,9";"217,98";"282";"0,79"
"20/11/2018 12:09:31";"01";"60";"218,14";"277,25";"0,78";"216,25";"249,5";"0,9";"217,96";"282";"0,79"
"20/11/2018 12:09:41";"01";"60";"218,17";"277";"0,78";"216,42";"249,25";"0,9";"218,07";"281,75";"0,79"
"20/11/2018 12:09:51";"01";"60";"218,03";"276,5";"0,78";"216,25";"249";"0,9";"218";"281,5";"0,79"
"20/11/2018 12:10:01";"01";"60";"218,06";"275,75";"0,78";"216,31";"248,5";"0,9";"218,07";"281,5";"0,79"
"20/11/2018 12:10:10";"01";"59,8";"217,92";"275,25";"0,78";"216,23";"248,25";"0,9";"217,96";"281";"0,79"
"20/11/2018 12:10:20";"01";"60";"218";"275";"0,78";"216,45";"248,25";"0,9";"218,09";"280,5";"0,79"
"20/11/2018 12:10:30";"01";"60";"217,95";"274,5";"0,78";"216,42";"248,25";"0,9";"218,07";"280,25";"0,79"
"20/11/2018 12:10:40";"01";"60";"217,98";"275,75";"0,78";"216,46";"248,75";"0,9";"218";"280,5";"0,79"
"20/11/2018 12:10:50";"01";"60";"218";"275,25";"0,77";"216,28";"247,5";"0,9";"217,92";"280,25";"0,79"
"20/11/2018 12:11:00";"01";"59,8";"218,2";"270,5";"0,77";"216,45";"243,25";"0,9";"218,1";"275,75";"0,78"
"20/11/2018 12:11:10";"01";"60";"217,81";"280,5";"0,78";"216,25";"252";"0,9";"217,92";"284,75";"0,78"
"20/11/2018 12:11:20";"01";"60";"217,82";"273,25";"0,78";"216,6";"245,25";"0,9";"218,23";"275,75";"0,78"
"20/11/2018 12:11:30";"01";"60";"218,25";"260";"0,77";"217,25";"231,75";"0,89";"218,25";"262,75";"0,77"
"20/11/2018 12:11:40";"01";"59,8";"218,39";"258";"0,78";"217,28";"230";"0,9";"218,31";"260,5";"0,78"
"20/11/2018 12:11:50";"01";"60";"218,17";"255,75";"0,78";"217,25";"227,5";"0,9";"218,64";"255,5";"0,78"
"20/11/2018 12:12:00";"01";"59,8";"217,95";"254";"0,78";"217,32";"226";"0,9";"218,96";"251,25";"0,78"
"20/11/2018 12:12:10";"01";"60";"217,89";"254,5";"0,77";"217,35";"226,25";"0,9";"218,89";"251,25";"0,77"
"20/11/2018 12:12:20";"01";"60";"218,03";"245,5";"0,77";"217,59";"219";"0,89";"218,98";"241,75";"0,76"
"20/11/2018 12:12:30";"01";"60";"218,32";"237";"0,76";"217,85";"211";"0,9";"219,25";"233";"0,76"
"20/11/2018 12:12:40";"01";"60";"218,39";"237";"0,76";"217,89";"210,5";"0,9";"219,48";"233,25";"0,76"
"20/11/2018 12:12:50";"01";"60";"218,35";"236,75";"0,76";"217,81";"210,5";"0,89";"219,39";"233";"0,76"
"20/11/2018 12:13:00";"01";"60";"218,25";"236,5";"0,76";"217,7";"210,25";"0,89";"219,32";"232,75";"0,76"
"20/11/2018 12:13:10";"01";"60";"218,25";"235,5";"0,76";"217,7";"210,25";"0,89";"219,28";"232,25";"0,76"
"20/11/2018 12:13:20";"01";"59,8";"217,89";"248";"0,77";"217,03";"222,75";"0,9";"219,14";"244,5";"0,77"
"20/11/2018 12:13:30";"01";"60";"218,09";"248";"0,78";"217,28";"221,75";"0,9";"219,14";"245";"0,78"
"20/11/2018 12:13:40";"01";"60";"218";"248,25";"0,78";"217,34";"222,25";"0,9";"219,09";"245";"0,78"
"20/11/2018 12:13:50";"01";"59,8";"217,98";"246";"0,78";"217,25";"220,25";"0,9";"219,03";"243,5";"0,78"
"20/11/2018 12:14:00";"01";"59,8";"218,31";"240";"0,76";"217,5";"214,75";"0,9";"219,25";"236,75";"0,77"
"20/11/2018 12:14:10";"01";"60";"218,35";"237";"0,76";"217,39";"211,75";"0,9";"219,32";"234,25";"0,77"
"20/11/2018 12:14:20";"01";"60";"218,25";"236,75";"0,76";"217,39";"211";"0,9";"219,28";"233,75";"0,77"
"20/11/2018 12:14:30";"01";"59,8";"218,64";"224";"0,76";"217,75";"199,75";"0,9";"219,53";"221,75";"0,76"
"20/11/2018 12:14:40";"01";"60";"218,75";"220";"0,76";"217,92";"196,25";"0,89";"219,71";"217,5";"0,76"
"20/11/2018 12:14:50";"01";"59,8";"218,67";"224,5";"0,77";"217,71";"200,5";"0,89";"219,25";"224,75";"0,77"
"20/11/2018 12:15:00";"01";"59,8";"218,35";"239,75";"0,77";"217,1";"213,5";"0,9";"218,56";"241,25";"0,78"
"20/11/2018 12:15:10";"01";"60";"218,35";"243,25";"0,77";"217,07";"216,75";"0,9";"218,56";"245";"0,78"
"20/11/2018 12:15:20";"01";"59,8";"218,25";"243,5";"0,77";"217,07";"217,25";"0,9";"218,6";"245,25";"0,78"
"20/11/2018 12:15:30";"01";"59,8";"218,23";"243,5";"0,77";"217,12";"217,75";"0,9";"218,56";"245,25";"0,78"
"20/11/2018 12:15:40";"01";"60";"218,25";"244,5";"0,77";"217,25";"217,75";"0,9";"218,64";"246";"0,78"
"20/11/2018 12:15:50";"01";"59,8";"218,2";"243,5";"0,77";"217,03";"217,75";"0,9";"218,5";"245,75";"0,78"
"20/11/2018 12:16:00";"01";"60";"218,25";"243,25";"0,77";"216,95";"217,75";"0,9";"218,48";"245,75";"0,78"
"20/11/2018 12:16:10";"01";"59,8";"218,23";"248";"0,78";"216,78";"221,75";"0,9";"218,21";"252";"0,79"
"20/11/2018 12:16:20";"01";"59,8";"218,53";"259,75";"0,79";"216,53";"232";"0,91";"217,17";"272,5";"0,8"
"20/11/2018 12:16:30";"01";"60";"218,67";"256";"0,79";"216,85";"228";"0,91";"217,35";"267,25";"0,8"
"20/11/2018 12:16:40";"01";"59,8";"218,67";"257";"0,79";"216,89";"229,25";"0,91";"217,31";"268,25";"0,8"
"20/11/2018 12:16:50";"01";"60";"218,64";"257,75";"0,8";"216,95";"230";"0,91";"217,37";"269";"0,81"
"20/11/2018 12:17:00";"01";"60";"218,53";"259";"0,8";"216,84";"230,5";"0,91";"217,25";"269,5";"0,81"
"20/11/2018 12:17:10";"01";"59,8";"218,7";"260,5";"0,8";"216,96";"231,75";"0,91";"217,42";"271,75";"0,81"
"20/11/2018 12:17:20";"01";"60";"218,6";"262,25";"0,79";"216,85";"233,5";"0,91";"217,28";"273,75";"0,81"
"20/11/2018 12:17:30";"01";"60";"218,64";"262,5";"0,79";"216,89";"232,75";"0,91";"217,42";"273,75";"0,81"
"20/11/2018 12:17:40";"01";"60";"218,64";"262,25";"0,8";"216,95";"232,75";"0,91";"217,32";"273,5";"0,8"
"20/11/2018 12:17:50";"01";"60";"218,14";"271,5";"0,8";"216,85";"239";"0,91";"216,95";"280,5";"0,8"
"20/11/2018 12:18:00";"01";"59,8";"217,89";"281,25";"0,79";"216,96";"246,5";"0,91";"216,89";"289,5";"0,8"
"20/11/2018 12:18:10";"01";"59,8";"217,64";"286";"0,79";"216,56";"251";"0,91";"216,75";"294";"0,8"
"20/11/2018 12:18:21";"01";"59,8";"217,98";"279,25";"0,8";"215,92";"250,5";"0,91";"217";"290,75";"0,81"
"20/11/2018 12:18:30";"01";"59,8";"217,98";"280,75";"0,8";"215,82";"252";"0,91";"216,89";"292,25";"0,81"
"20/11/2018 12:18:40";"01";"59,8";"218";"279,75";"0,8";"215,92";"251,75";"0,91";"217";"291,75";"0,81"
"20/11/2018 12:18:50";"01";"60";"218";"277,25";"0,79";"216,06";"249,25";"0,91";"217,14";"289,75";"0,8"
"20/11/2018 12:19:00";"01";"60";"218,12";"268,5";"0,78";"216,12";"242";"0,91";"217,23";"280,75";"0,8"
"20/11/2018 12:19:10";"01";"60";"217,89";"262,5";"0,78";"215,82";"236";"0,9";"216,96";"275";"0,8"
"20/11/2018 12:19:20";"01";"59,8";"218,28";"262,75";"0,78";"216,28";"236,25";"0,9";"217,37";"275,25";"0,8"
"20/11/2018 12:19:30";"01";"60";"218,31";"262,75";"0,78";"216,25";"236";"0,9";"217,39";"275,5";"0,8"
"20/11/2018 12:19:40";"01";"60";"218,32";"262,25";"0,78";"216,31";"236";"0,9";"217,5";"275";"0,79"
"20/11/2018 12:19:50";"01";"59,8";"218,25";"259,25";"0,77";"216,2";"233";"0,9";"217,39";"272,75";"0,79"
"20/11/2018 12:20:00";"01";"59,8";"218,21";"254,75";"0,77";"216,07";"229,5";"0,9";"217,34";"268";"0,78"
"20/11/2018 12:20:10";"01";"59,8";"218,25";"246";"0,77";"216,6";"221,5";"0,9";"217,64";"255,75";"0,78"
"20/11/2018 12:20:20";"01";"59,8";"218,37";"244,75";"0,77";"216,73";"219,75";"0,9";"217,71";"254";"0,78"
"20/11/2018 12:20:30";"01";"60";"218,23";"244,75";"0,77";"216,62";"219,5";"0,9";"217,62";"253";"0,78"
"20/11/2018 12:20:40";"01";"59,8";"218,12";"242,25";"0,77";"216,75";"217";"0,9";"218,12";"246,75";"0,78"
"20/11/2018 12:20:50";"01";"59,8";"218,14";"242";"0,77";"216,81";"216";"0,9";"218,31";"244,5";"0,78"
"20/11/2018 12:21:00";"01";"60";"217,98";"243,25";"0,77";"216,75";"216,75";"0,9";"218,17";"245,25";"0,78"
"20/11/2018 12:21:10";"01";"59,8";"217,92";"243,25";"0,77";"216,53";"216,25";"0,9";"218,1";"245";"0,78"
"20/11/2018 12:21:20";"01";"59,8";"218,39";"234";"0,78";"217,21";"205,75";"0,9";"218,09";"235";"0,78"
"20/11/2018 12:21:30";"01";"60";"218,42";"233,25";"0,77";"217,23";"204,5";"0,9";"218,21";"234,25";"0,78"
"20/11/2018 12:21:40";"01";"60";"218,45";"231,75";"0,78";"217,25";"203,25";"0,9";"218,21";"232";"0,79"
"20/11/2018 12:21:50";"01";"59,8";"218,64";"221,25";"0,78";"217,39";"192";"0,9";"218,42";"218";"0,79"
"20/11/2018 12:22:00";"01";"59,8";"218,6";"221";"0,78";"217,39";"192,5";"0,9";"218,35";"217,75";"0,79"
"20/11/2018 12:22:10";"01";"59,8";"218,67";"221";"0,78";"217,48";"192,5";"0,9";"218,42";"218";"0,79"
"20/11/2018 12:22:20";"01";"60";"218,71";"221,25";"0,78";"217,56";"192,75";"0,9";"218,53";"217,75";"0,79"
"20/11/2018 12:22:30";"01";"60";"218,64";"221,25";"0,78";"217,39";"192,5";"0,9";"218,42";"217,75";"0,79"
"20/11/2018 12:22:40";"01";"59,8";"218,67";"221,25";"0,78";"217,39";"192,5";"0,9";"218,46";"218";"0,79"
"20/11/2018 12:22:50";"01";"59,8";"218,67";"221,25";"0,78";"217,28";"192";"0,9";"218,42";"217,75";"0,79"
"20/11/2018 12:23:00";"01";"60";"218,5";"228,25";"0,75";"217,06";"198,5";"0,88";"218,34";"225,25";"0,77"
"20/11/2018 12:23:10";"01";"59,8";"218,32";"233,5";"0,79";"216,7";"205,25";"0,91";"218,5";"231";"0,8"
"20/11/2018 12:23:20";"01";"59,8";"218,12";"240,25";"0,79";"216,57";"211,5";"0,91";"218,35";"238";"0,8"
"20/11/2018 12:23:30";"01";"59,8";"218,1";"240,5";"0,79";"216,6";"212";"0,91";"218,32";"238";"0,8"
"20/11/2018 12:23:40";"01";"59,8";"218";"240,25";"0,79";"216,57";"211,75";"0,91";"218,28";"238,25";"0,8"
"20/11/2018 12:23:50";"01";"59,8";"218,14";"232,5";"0,78";"216,67";"205,75";"0,9";"218,5";"231";"0,79"
"20/11/2018 12:24:00";"01";"60";"218";"232,25";"0,78";"216,64";"203,75";"0,9";"218,42";"229,25";"0,79"
"20/11/2018 12:24:10";"01";"59,8";"217,98";"231,75";"0,77";"216,62";"203,25";"0,9";"218,46";"228,75";"0,79"
"20/11/2018 12:24:20";"01";"60";"218,06";"228,25";"0,78";"216,64";"200,25";"0,9";"218,53";"225,75";"0,79"
"20/11/2018 12:24:30";"01";"60";"218,17";"225";"0,78";"216,84";"198,25";"0,9";"218,59";"222,5";"0,79"
"20/11/2018 12:24:40";"01";"60";"218,2";"224";"0,78";"216,82";"198";"0,9";"218,59";"222,25";"0,79"
"20/11/2018 12:24:50";"01";"60";"218,23";"230,75";"0,79";"216,53";"204";"0,9";"218,17";"232";"0,81"
"20/11/2018 12:25:00";"01";"59,8";"218,37";"245,5";"0,79";"215,96";"217,5";"0,91";"217,28";"253,75";"0,81"
"20/11/2018 12:25:10";"01";"60";"218,14";"246,75";"0,79";"215,75";"218,75";"0,91";"217,21";"255,25";"0,81"
"20/11/2018 12:25:20";"01";"60";"218,06";"247,25";"0,8";"215,82";"219,75";"0,91";"217,31";"256";"0,82"
